 	0
fewer	2291
turnaround	2292
real	2293
durable	2294
Anthony	2295
Cordesman	2296
Centre	2297
Strategic	2298
Studies	2299
returned	2300
July	2301
convinced	2302
fighting	2303
willing	2304
Shiadominated	2305
offered	2306
optimistic	2307
resistance	2308
willingness	2309
AFP	2310
Her	2311
window	2312
future	2313
Nor	2314
understandably	2315
trust	2316
potential	2317
approaching	2318
tour	2319
published	2320
oped	2321
article	2322
York	2323
Times	2324
cast	2325
doubt	2326
enduring	2327
loyalties	2328
lie	2329
absence	2330
crosspurposes	2331
us	2332
justifiably	2333
fearful	2334
turn	2335
reason	2336
keeps	2337
balance	2338
dampen	2339
drop	2340
points	2341
Baghdads	2342
hounded	2343
mixed	2344
neighbourhoodsoften	2345
national	2346
reduce	2347
mission	2348
deliver	2349
Politics	2350
play	2351
agreed	2352
wealth	2353
might	2354
draw	2355
conflicts	2356
poison	2357
series	2358
benchmarks	2359
ensuring	2360
oilpoor	2361
fair	2362
revenues	2363
letting	2364
former	2365
Baathists	2366
Congresss	2367
Government	2368
Accountability	2369
reported	2370
18	2371
full	2372
NIEs	2373
Malikis	2374
precarious	2375
splits	2376
deepen	2377
raised	2378
withdrawing	2379
based	2380
calm	2381
commanders	2382
groundnot	2383
nervous	2384
confirmed	2385
TV	2386
scaling	2387
probable	2388
always	2389
expected	2390
unprecedented	2391
generals	2392
allvolunteer	2393
Frontline	2394
serving	2395
fourth	2396
battle	2397
tours	2398
deployments	2399
extended	2400
recuperate	2401
serve	2402
sixmonth	2403
Continuing	2404
extending	2405
calling	2406
Guard	2407
reserves	2408
14	2409
polls	2410
matter	2411
again	2412
players	2413
Washingtonmembers	2414
candidates	2415
presidencythink	2416
else	2417
Democrats	2418
pull	2419
soon	2420
practical	2421
Harry	2422
Reid	2423
Senate	2424
theory	2425
force	2426
pullout	2427
denying	2428
funds	2429
continue	2430
sounds	2431
obvious	2432
properly	2433
supplied	2434
equipped	2435
field	2436
pass	2437
warfunding	2438
bills	2439
strings	2440
attachedsuch	2441
demand	2442
withdrawal	2443
date	2444
60	2445
100	2446
Republican	2447
filibuster	2448
woo	2449
wavering	2450
Republicans	2451
elasticating	2452
deadlines	2453
Carl	2454
Levin	2455
Armed	2456
Services	2457
Committee	2458
sponsors	2459
bill	2460
120	2461
presence	2462
30th	2463
2008	2464
enddate	2465
allows	2466
Antiwar	2467
seethe	2468
compromises	2469
retort	2470
pragmatic	2471
vying	2472
calculation	2473
candidate	2474
appeal	2475
hardcore	2476
vote	2477
primaries	2478
tend	2479
furiously	2480
antiwar	2481
pander	2482
reservation	2483
Bill	2484
Richardson	2485
demands	2486
deauthorise	2487
Edwards	2488
Bushs	2489
trip	2490
photo	2491
op	2492
downplayed	2493
noting	2494
homogeneous	2495
lacks	2496
thats	2497
plaguing	2498
demanded	2499
confront	2500
timeline	2501
funding	2502
circumspect	2503
Hillary	2504
Clinton	2505
favourite	2506
She	2507
favours	2508
detailed	2509
promises	2510
tie	2511
her	2512
expects	2513
oversee	2514
endgame	2515
bighitters	2516
McCain	2517
trail	2518
conversion	2519
point	2520
counts	2521
triumph	2522
senator	2523
Arizona	2524
unpopular	2525
makes	2526
unelectable	2527
main	2528
Rudy	2529
Giuliani	2530
Mitt	2531
Romney	2532
Fred	2533
Thompson	2534
emphasise	2535
tough	2536
Run	2537
losses	2538
altogether	2539
remove	2540
contractors	2541
paraphernalia	2542
advocates	2543
claim	2544
announcing	2545
galvanise	2546
painful	2547
necessary	2548
powersharing	2549
able	2550
Barry	2551
Posen	2552
director	2553
studies	2554
Massachusetts	2555
Institute	2556
Technology	2557
infantilising	2558
politics	2559
acknowledge	2560
Study	2561
chaired	2562
Baker	2563
Lee	2564
Hamilton	2565
suggested	2566
precipitate	2567
vacuum	2568
intervention	2569
analysts	2570
agree	2571
Steven	2572
Simon	2573
member	2574
produced	2575
Foreign	2576
Relations	2577
announce	2578
disengagement	2579
intense	2580
begins	2581
thinks	2582
SunniShia	2583
stalemate	2584
likelier	2585
outcome	2586
wholesale	2587
expulsion	2588
interest	2589
conquering	2590
neither	2591
aircraft	2592
heavy	2593
artillery	2594
armour	2595
cities	2596
rubble	2597
inflict	2598
truly	2599
massive	2600
casualties	2601
awful	2602
Congo	2603
Rwanda	2604
fought	2605
Toby	2606
Dodge	2607
wellrespected	2608
Iraqwatcher	2609
Londons	2610
growing	2611
conventional	2612
wisdomrun	2613
away	2614
bestwould	2615
freeforall	2616
collapse	2617
warlordism	2618
Needless	2619
proponents	2620
characterise	2621
think	2622
care	2623
timing	2624
manner	2625
shape	2626
events	2627
diminish	2628
chances	2629
mayhem	2630
Simons	2631
example	2632
intervene	2633
unfold	2634
Progress	2635
proposes	2636
phased	2637
consolidation	2638
withdraw	2639
stable	2640
bits	2641
sudden	2642
immediate	2643
Such	2644
plans	2645
include	2646
wishful	2647
thinking	2648
June	2649
Senator	2650
Richard	2651
Lugar	2652
ought	2653
prevented	2654
becoming	2655
haven	2656
safeguarded	2657
Iranian	2658
domination	2659
lot	2660
ask	2661
withdrew	2662
palace	2663
airport	2664
incapable	2665
shaping	2666
below	2667
impose	2668
5article	2669
affliction	2670
partition	2671
solution	2672
demonstrated	2673
halfexception	2674
lend	2675
neat	2676
division	2677
lives	2678
Mosul	2679
minority	2680
populations	2681
ministates	2682
produce	2683
consent	2684
require	2685
mistrustful	2686
heroic	2687
decisions	2688
borders	2689
Lugars	2690
anyway	2691
wrong	2692
opinion	2693
surveys	2694
conducted	2695
Mansoor	2696
Moaddel	2697
Eastern	2698
Michigan	2699
University	2700
Research	2701
strong	2702
sense	2703
identity	2704
Though	2705
increasing	2706
mistake	2707
bloodlust	2708
represents	2709
sentiment	2710
whole	2711
nor	2712
officials	2713
tame	2714
increasingly	2715
drawn	2716
toward	2717
vision	2718
democratic	2719
nonsectarian	2720
jujitsu	2721
stress	2722
desirability	2723
cooperation	2724
BakerHamilton	2725
needed	2726
adversaries	2727
Since	2728
counterparts	2729
discuss	2730
achieved	2731
helping	2732
Iranians	2733
deny	2734
humble	2735
superpower	2736
deter	2737
attacking	2738
commonplace	2739
strengthened	2740
mullahs	2741
Tehran	2742
showing	2743
selfconfidence	2744
Ayatollah	2745
Khamenei	2746
supreme	2747
whirlpool	2748
sinking	2749
deeper	2750
Mahmoud	2751
Ahmadinejad	2752
adds	2753
fill	2754
strategic	2755
interests	2756
energyrich	2757
Middle	2758
East	2759
reassure	2760
beefed	2761
naval	2762
Persian	2763
Gulf	2764
dollops	2765
advanced	2766
weaponry	2767
decade	2768
top	2769
block	2770
fishylooking	2771
nuclear	2772
programme	2773
sanctions	2774
directly	2775
AP	2776
nice	2777
knowing	2778
yousort	2779
keen	2780
enlisted	2781
helper	2782
Lind	2783
Free	2784
Foundation	2785
let	2786
proIranian	2787
strongman	2788
Muqtada	2789
alSadr	2790
reestablish	2791
authority	2792
proAmerican	2793
advocate	2794
rapprochement	2795
Nixon	2796
Henry	2797
Kissinger	2798
China	2799
cover	2800
Vietnam	2801
bargaining	2802
position	2803
depend	2804
combination	2805
strength	2806
getting	2807
persuade	2808
welcomed	2809
Kurd	2810
flag	2811
BRISTLING	2812
pickup	2813
trucks	2814
alAmel	2815
blackclad	2816
gunman	2817
jumped	2818
hammered	2819
thin	2820
metal	2821
gate	2822
bad	2823
loose	2824
shouted	2825
residents	2826
cowering	2827
inside	2828
pack	2829
your	2830
peoplefor	2831
helpfully	2832
belongings	2833
safetys	2834
sake	2835
immediately	2836
As	2837
ultimatum	2838
terrified	2839
gunmen	2840
leant	2841
idly	2842
puffed	2843
cigarettes	2844
yards	2845
indifferent	2846
perpetrated	2847
noses	2848
scene	2849
common	2850
alAmeland	2851
districts	2852
Samarra	2853
middleclass	2854
mostly	2855
depending	2856
occasion	2857
described	2858
sit	2859
tight	2860
built	2861
palm	2862
grove	2863
saved	2864
arrival	2865
nick	2866
contingent	2867
3000odd	2868
peshmerga	2869
literally	2870
controversially	2871
beef	2872
bloody	2873
neared	2874
besieged	2875
identified	2876
loyal	2877
firebrand	2878
swiftly	2879
complied	2880
soldier	2881
sight	2882
22000plus	2883
earmarked	2884
Sectarian	2885
alQaedalinked	2886
frequent	2887
horrific	2888
incorporated	2889
notice	2890
definite	2891
Peoples	2892
confidence	2893
shops	2894
semblance	2895
normal	2896
daily	2897
resumed	2898
expelled	2899
families	2900
trickle	2901
restore	2902
polite	2903
Nazir	2904
Goran	2905
commands	2906
operating	2907
capitals	2908
hot	2909
zones	2910
obliged	2911
eastern	2912
Sadrists	2913
loyalty	2914
inducted	2915
stripes	2916
generally	2917
reckon	2918
influence	2919
militiamen	2920
recruits	2921
tenth	2922
send	2923
controversial	2924
deployment	2925
drag	2926
Other	2927
surprising	2928
viewed	2929
threat	2930
fragile	2931
Jobs	2932
closefought	2933
contest	2934
EVEN	2935
colourful	2936
standards	2937
stands	2938
Oginga	2939
educated	2940
Germany	2941
spent	2942
solitary	2943
confinement	2944
alleged	2945
1982	2946
coup	2947
topple	2948
Later	2949
rehabilitated	2950
Enriched	2951
familys	2952
molasses	2953
helped	2954
2002	2955
campaigning	2956
mirror	2957
reverses	2958
sooner	2959
modernise	2960
railways	2961
calls	2962
track	2963
railway	2964
system	2965
statement	2966
mediocrity	2967
devolution	2968
Wales	2969
Welshstyle	2970
assembly	2971
regions	2972
proud	2973
friendship	2974
Barack	2975
Obama	2976
father	2977
queasy	2978
Bankers	2979
fret	2980
Marxist	2981
suspect	2982
authoritarian	2983
tendencies	2984
ebullient	2985
Germanspeaker	2986
upset	2987
cosy	2988
countryclub	2989
characterised	2990
Although	2991
outsider	2992
insider	2993
1965	2994
manners	2995
playing	2996
golf	2997
reads	2998
PG	2999
Wodehouse	3000
novels	3001
gentle	3002
pursuits	3003
health	3004
nods	3005
conducting	3006
rejected	3007
televised	3008
performed	3009
gamely	3010
opposes	3011
solid	3012
class	3013
connected	3014
notably	3015
18th	3016
test	3017
Steadman	3018
polling	3019
firm	3020
43	3021
bornagain	3022
designs	3023
hold	3024
ahead	3025
achieve	3026
mandatory	3027
25	3028
five	3029
eight	3030
disqualify	3031
Coast	3032
NorthEastern	3033
having	3034
created	3035
agriculture	3036
booming	3037
6	3038
record	3039
fulfilled	3040
dream	3041
turning	3042
industrialised	3043
punished	3044
tackle	3045
egregious	3046
pledge	3047
appointee	3048
ethics	3049
Githongo	3050
bullied	3051
uncovering	3052
ignored	3053
flatout	3054
pressure	3055
donors	3056
removed	3057
reappoint	3058
expectation	3059
respect	3060
assets	3061
income	3062
ways	3063
key	3064
twentysomethings	3065
bother	3066
integrity	3067
voting	3068
tested	3069
Screaming	3070
mobs	3071
jobless	3072
irregularities	3073
trouble	3074
fiercely	3075
forge	3076
truer	3077
cause	3078
turns	3079
depressing	3080
duel	3081
WorldPictureNetworkEPA	3082
IN	3083
MANY	3084
contests	3085
openly	3086
affairs	3087
usually	3088
mysterious	3089
Candidates	3090
runningso	3091
anotherand	3092
name	3093
ballot	3094
meets	3095
16th	3096
pick	3097
offing	3098
decades	3099
mere	3100
fact	3101
open	3102
Nominations	3103
comfortably	3104
Mbekis	3105
convince	3106
delegates	3107
minds	3108
Ministers	3109
heavyweights	3110
dispatched	3111
trenches	3112
Allegations	3113
wrongdoing	3114
sides	3115
cash	3116
intimidation	3117
shenanigans	3118
flying	3119
constitution	3120
bars	3121
retains	3122
traditionally	3123
However	3124
13	3125
Nelson	3126
Mandelas	3127
aloof	3128
alienated	3129
Parts	3130
communist	3131
unhappy	3132
policies	3133
criticise	3134
businessfriendly	3135
helpful	3136
complain	3137
replaced	3138
intolerance	3139
stubbornly	3140
weird	3141
HIVAIDS	3142
angered	3143
boosted	3144
fortunes	3145
congenial	3146
rank	3147
file	3148
allay	3149
fears	3150
radical	3151
recently	3152
waltzing	3153
Asia	3154
investors	3155
supports	3156
freemarket	3157
words	3158
nothing	3159
ideal	3160
conviction	3161
admitted	3162
accuser	3163
took	3164
minimise	3165
innocent	3166
detractors	3167
accuse	3168
surrounding	3169
shady	3170
characters	3171
reverse	3172
undoubted	3173
gains	3174
reckless	3175
Unfortunately	3176
Robben	3177
Island	3178
businessman	3179
Tokyo	3180
Sexwale	3181
threw	3182
hat	3183
ring	3184
supporting	3185
credible	3186
alternatives	3187
Cyril	3188
Ramaphosa	3189
unionist	3190
kept	3191
watching	3192
sidelinesand	3193
unimpressed	3194
sunk	3195
Whatever	3196
happens	3197
seems	3198
gone	3199
magic	3200
circle	3201
elders	3202
voices	3203
lament	3204
bitterness	3205
betrayal	3206
collegial	3207
traditions	3208
competitive	3209
white	3210
liberal	3211
Helen	3212
Zille	3213
electoral	3214
challenge	3215
foreseeable	3216
fathom	3217
line	3218
remarkable	3219
choose	3220
particular	3221
enjoying	3222
prosperity	3223
feelings	3224
parents	3225
grandparents	3226
scratch	3227
prospered	3228
relative	3229
GDP	3230
per	3231
bigger	3232
purchasingpower	3233
parity	3234
worlds	3235
oilrich	3236
states	3237
changed	3238
stereotypes	3239
sunburned	3240
sandalled	3241
kibbutznik	3242
Tel	3243
Avivs	3244
customs	3245
mountain	3246
foreignbought	3247
gadgets	3248
gifts	3249
buy	3250
stuff	3251
costs	3252
bounced	3253
2000	3254
gradually	3255
barrier	3256
Bank	3257
aggressive	3258
strategy	3259
along	3260
truce	3261
rarity	3262
constant	3263
drizzle	3264
rockets	3265
fired	3266
shrug	3267
quite	3268
comfortable	3269
felt	3270
unsure	3271
Few	3272
Tough	3273
human	3274
realise	3275
mighty	3276
battles	3277
Hizbullahs	3278
wellequipped	3279
guerrillas	3280
Lebanon	3281
hawks	3282
alarm	3283
existential	3284
parent	3285
grandparent	3286
passportsjust	3287
disagree	3288
fifth	3289
citizenry	3290
reacting	3291
discrimination	3292
demanding	3293
60th	3294
birth	3295
marked	3296
separation	3297
celebrate	3298
divisions	3299
widening	3300
Jews	3301
religious	3302
expands	3303
younger	3304
fundamentalist	3305
generation	3306
comes	3307
age	3308
secular	3309
segregated	3310
secularreligious	3311
Jewish	3312
nature	3313
territories	3314
occupied	3315
1967	3316
fiercer	3317
Peace	3318
amid	3319
riches	3320
Bashir	3321
great	3322
survivor	3323
Gillian	3324
Gibbons	3325
schoolteacher	3326
briefly	3327
allowing	3328
pupils	3329
teddybear	3330
proves	3331
mature	3332
responsible	3333
Sudans	3334
solemn	3335
Sudanese	3336
imagining	3337
swordwaving	3338
hotheads	3339
blame	3340
failing	3341
defend	3342
Islam	3343
blasphemy	3344
crisisprone	3345
hissing	3346
chorus	3347
Muslim	3348
elsewhere	3349
looked	3350
embarrassing	3351
symptom	3352
sickly	3353
xenophobia	3354
act	3355
demagoguery	3356
benign	3357
malevolent	3358
aspects	3359
turbulent	3360
depends	3361
Omar	3362
alBashir	3363
pursued	3364
vicious	3365
nonMuslim	3366
rebels	3367
goaded	3368
tribesmen	3369
rival	3370
generating	3371
Darfur	3372
tragedy	3373
300000	3374
Bashirs	3375
inflammatory	3376
rhetoric	3377
mulish	3378
humanitarian	3379
pleading	3380
pariah	3381
hounding	3382
dissidents	3383
corrupt	3384
lack	3385
favouritism	3386
expense	3387
popular	3388
signed	3389
treaty	3390
longest	3391
thereby	3392
committed	3393
sharing	3394
revenue	3395
foes	3396
angels	3397
transition	3398
prove	3399
model	3400
continent	3401
Furthermore	3402
retreated	3403
fervour	3404
unleashed	3405
1989	3406
imagine	3407
hosting	3408
revivalist	3409
football	3410
stadium	3411
Khartoum	3412
dictatorships	3413
tolerates	3414
lively	3415
press	3416
survived	3417
gained	3418
1956	3419
longevity	3420
owes	3421
cleverly	3422
split	3423
differences	3424
oftendivided	3425
Thus	3426
representatives	3427
hardline	3428
ministries	3429
Nafie	3430
wanted	3431
sensibilities	3432
moderate	3433
Osman	3434
Taha	3435
ending	3436
diplomatic	3437
isolation	3438
wings	3439
ascendant	3440
oscillates	3441
gives	3442
useful	3443
degree	3444
ideological	3445
flexibility	3446
nicely	3447
readily	3448
admit	3449
mistakes	3450
regret	3451
carnage	3452
mitigation	3453
goodwill	3454
gestures	3455
granting	3456
universities	3457
note	3458
rebel	3459
plead	3460
stalling	3461
peacekeeping	3462
legitimate	3463
maintaining	3464
sovereignty	3465
bald	3466
instigated	3467
obstruct	3468
peacekeepers	3469
boom	3470
property	3471
quadruple	3472
double	3473
companies	3474
previous	3475
Oil	3476
4	3477
growth	3478
tops	3479
destitute	3480
virtually	3481
devoid	3482
infrastructure	3483
enjoyed	3484
SPLM	3485
runs	3486
larger	3487
budgets	3488
similarsized	3489
nations	3490
dismally	3491
natural	3492
hugely	3493
underexploited	3494
obstinacy	3495
divisive	3496
presents	3497
perpetual	3498
northsouth	3499
accord	3500
October	3501
nationalunity	3502
Talks	3503
redress	3504
grievances	3505
linger	3506
schedule	3507
provides	3508
referendum	3509
southern	3510
2011	3511
slip	3512
sliding	3513
swamp	3514
Darfurs	3515
Getting	3516
stride	3517
ORGANISED	3518
mutilation	3519
northern	3520
child	3521
Criminal	3522
Court	3523
ICC	3524
chosen	3525
focus	3526
atrocities	3527
carried	3528
Republic	3529
CAR	3530
20022003	3531
Ever	3532
France	3533
1960	3534
4modd	3535
suffered	3536
repeated	3537
coups	3538
strife	3539
1993	3540
AngeFlix	3541
Patass	3542
became	3543
CARs	3544
reasonably	3545
reelected	3546
fairly	3547
Franois	3548
Boziz	3549
cracked	3550
harshly	3551
During	3552
JeanPierre	3553
Bemba	3554
Chad	3555
Libya	3556
Bangui	3557
Humanrights	3558
carrying	3559
appalling	3560
sexual	3561
investigating	3562
Luis	3563
MorenoOcampo	3564
ICCs	3565
chief	3566
prosecutor	3567
accounts	3568
600	3569
gangraped	3570
investigate	3571
Patasss	3572
Bembas	3573
explaining	3574
courts	3575
jurisdiction	3576
Togo	3577
selfimposed	3578
Portugal	3579
runoff	3580
Joseph	3581
Kabila	3582
104	3583
insists	3584
targeting	3585
stage	3586
Messrs	3587
vigorously	3588
plainly	3589
sights	3590
monitoring	3591
deteriorating	3592
Hague	3593
original	3594
complained	3595
slowness	3596
